plot,plot_section,plot_section_label,month_order,month,survey_date,observation_source,genet,species,is_baseline_genet,present,surviving_from_baseline,died_from_baseline_this_month,area,area_m2,plot_area_m2,percent_cover_of_plot,taglab_area_units
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__230,Porites porites,TRUE,TRUE,TRUE,FALSE,4.585,4.585e-4,480,9.552083333333332e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__231,Porites porites,TRUE,TRUE,TRUE,FALSE,3.5825,3.5825e-4,480,7.463541666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__232,Porites porites,TRUE,TRUE,TRUE,FALSE,6.1575,6.1575e-4,480,1.2828125e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__233,Porites porites,TRUE,TRUE,TRUE,FALSE,4.645,4.6449999999999996e-4,480,9.677083333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__234,Porites porites,TRUE,TRUE,TRUE,FALSE,6.6175,6.6175e-4,480,1.3786458333333332e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__235,Porites porites,TRUE,TRUE,TRUE,FALSE,5.15,5.15e-4,480,1.0729166666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__236,Porites porites,TRUE,TRUE,TRUE,FALSE,44.4275,0.0044427500000000005,480,9.255729166666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__237,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,20.13,0.002013,480,4.19375e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__238,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,51.3675,0.00513675,480,0.00107015625,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__239,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,13.57,0.0013570000000000001,480,2.827083333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__24,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.875,3.875e-4,480,8.072916666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__240,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,7.78,7.78e-4,480,1.6208333333333336e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__241,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,6.9925,6.9925e-4,480,1.4567708333333332e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__242,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,31.2275,0.00312275,480,6.505729166666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__243,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,7.195,7.195e-4,480,1.4989583333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__244,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,19.8475,0.00198475,480,4.134895833333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__245,Porites porites,TRUE,TRUE,TRUE,FALSE,6.5175,6.5175e-4,480,1.3578125e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__246,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.78,8.78e-4,480,1.8291666666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__247,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.0425,8.042500000000001e-4,480,1.6755208333333335e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__248,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,21.6925,0.0021692499999999997,480,4.519270833333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__249,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,21.1125,0.0021112500000000003,480,4.398437500000001e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__25,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.73,3.73e-4,480,7.770833333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__250,Porites porites,TRUE,TRUE,TRUE,FALSE,5.6075,5.607499999999999e-4,480,1.1682291666666665e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__251,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.6525,8.6525e-4,480,1.8026041666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__252,Porites porites,TRUE,TRUE,TRUE,FALSE,4.08,4.08e-4,480,8.5e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__253,Porites porites,TRUE,TRUE,TRUE,FALSE,2.135,2.1349999999999999e-4,480,4.447916666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__254,Porites porites,TRUE,TRUE,TRUE,FALSE,7.0225,7.0225e-4,480,1.4630208333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__255,Porites porites,TRUE,TRUE,TRUE,FALSE,8.5675,8.567500000000001e-4,480,1.7848958333333337e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__256,Porites porites,TRUE,TRUE,TRUE,FALSE,3.985,3.985e-4,480,8.302083333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__257,Porites porites,TRUE,TRUE,TRUE,FALSE,4.0425,4.0425000000000004e-4,480,8.421875000000001e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__258,Porites porites,TRUE,TRUE,TRUE,FALSE,0.785,7.85e-5,480,1.6354166666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__259,Porites porites,TRUE,TRUE,TRUE,FALSE,1.29,1.29e-4,480,2.6874999999999996e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__26,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.55,3.5499999999999996e-4,480,7.395833333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__260,Porites porites,TRUE,TRUE,TRUE,FALSE,1.245,1.2450000000000002e-4,480,2.5937500000000004e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__261,Porites porites,TRUE,TRUE,TRUE,FALSE,0.5675,5.675e-5,480,1.1822916666666665e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__262,Porites porites,TRUE,TRUE,TRUE,FALSE,7.2275,7.2275e-4,480,1.5057291666666664e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__263,Porites porites,TRUE,TRUE,TRUE,FALSE,6.625,6.625e-4,480,1.3802083333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__264,Porites porites,TRUE,TRUE,TRUE,FALSE,2.515,2.515e-4,480,5.239583333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__265,Porites porites,TRUE,TRUE,TRUE,FALSE,6.8175,6.8175e-4,480,1.4203124999999999e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__266,Porites porites,TRUE,TRUE,TRUE,FALSE,5.1525,5.1525e-4,480,1.0734374999999999e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__267,Porites porites,TRUE,TRUE,TRUE,FALSE,1.3425,1.3425e-4,480,2.7968750000000002e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__268,Porites porites,TRUE,TRUE,TRUE,FALSE,2.64,2.64e-4,480,5.500000000000001e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__269,Porites porites,TRUE,TRUE,TRUE,FALSE,2.165,2.165e-4,480,4.510416666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__27,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.755,3.7549999999999997e-4,480,7.822916666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__270,Porites porites,TRUE,TRUE,TRUE,FALSE,1.845,1.8449999999999999e-4,480,3.843749999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__271,Porites porites,TRUE,TRUE,TRUE,FALSE,6.695,6.695000000000001e-4,480,1.3947916666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__272,Porites porites,TRUE,TRUE,TRUE,FALSE,9.145,9.145e-4,480,0.00019052083333333331,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__273,Porites porites,TRUE,TRUE,TRUE,FALSE,2.6175,2.6175e-4,480,5.453125e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__274,Porites porites,TRUE,TRUE,TRUE,FALSE,9.235,9.235e-4,480,1.9239583333333335e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__275,Porites porites,TRUE,TRUE,TRUE,FALSE,8.9925,8.9925e-4,480,1.8734375e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__276,Porites porites,TRUE,TRUE,TRUE,FALSE,2.4625,2.4625e-4,480,5.1302083333333335e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__277,Porites porites,TRUE,TRUE,TRUE,FALSE,3.8175,3.8175e-4,480,7.953125e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__278,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,13.0775,0.00130775,480,2.7244791666666666e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__279,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.7575,5.7575e-4,480,1.1994791666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__28,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.0975,4.0975e-4,480,8.536458333333334e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__280,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.59,3.59e-4,480,7.479166666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__281,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.9875,5.9875e-4,480,1.2473958333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__282,Orbicella franksi,FALSE,TRUE,NA,FALSE,3.76,3.76e-4,480,7.833333333333332e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__283,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.865,4.865e-4,480,1.0135416666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__284,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.0125,4.0125e-4,480,8.359375e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__285,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.565,3.565e-4,480,7.427083333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__286,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,2.4525,2.4525e-4,480,5.1093750000000005e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__287,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,4.745,4.745e-4,480,9.885416666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__288,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,2.985,2.985e-4,480,6.21875e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__289,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.5975,5.5975e-4,480,1.1661458333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__29,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.7525,3.7525e-4,480,7.817708333333332e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__290,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,5.055,5.055e-4,480,1.0531249999999999e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__291,Orbicella franksi,TRUE,TRUE,TRUE,FALSE,3.5575,3.5575e-4,480,7.411458333333334e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__292,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,38.8675,0.00388675,480,8.097395833333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__293,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,37.7,0.0037700000000000003,480,7.854166666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__294,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,30.1025,0.00301025,480,6.271354166666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__295,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,10.655,0.0010655,480,2.2197916666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__296,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,10.3975,0.00103975,480,2.1661458333333336e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__297,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,16.175,0.0016175,480,3.369791666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__298,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,64.98,0.006498,480,0.0013537500000000001,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__299,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,9.2975,9.297499999999999e-4,480,1.9369791666666664e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__3,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.505,3.505e-4,480,7.302083333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__30,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.5925,4.5925e-4,480,9.567708333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__300,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.5825,8.5825e-4,480,1.7880208333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,NA,0-0__301,Orbicella faveolata,TRUE,FALSE,FALSE,TRUE,0,0,NA,NA,NA
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__302,Orbicella faveolata,TRUE,TRUE,TRUE,FALSE,8.83,8.83e-4,480,1.8395833333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,NA,0-0__303,Orbicella faveolata,TRUE,FALSE,FALSE,TRUE,0,0,NA,NA,NA
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__31,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.505,4.505e-4,480,9.385416666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__32,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.03,5.03e-4,480,1.0479166666666666e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__33,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.9925,4.9925e-4,480,1.0401041666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__34,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.155,5.155e-4,480,1.0739583333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__35,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.8575,3.8574999999999997e-4,480,8.036458333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__36,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.965,3.965e-4,480,8.260416666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__37,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.2375,5.2375e-4,480,1.0911458333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__38,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.89,3.89e-4,480,8.104166666666668e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__39,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,7.2275,7.2275e-4,480,1.5057291666666664e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__4,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.02,5.02e-4,480,1.0458333333333332e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__40,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.4375,4.4375e-4,480,9.244791666666668e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__41,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.525,3.525e-4,480,7.34375e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__42,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.675,4.675e-4,480,9.739583333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__43,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.155,5.155e-4,480,1.0739583333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__44,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,16.1225,0.00161225,480,3.358854166666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__45,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.8125,3.8125e-4,480,7.942708333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__46,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,2.2075,2.2075e-4,480,4.5989583333333334e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__47,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.92,3.92e-4,480,8.166666666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__48,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.1325,3.1325e-4,480,6.526041666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__49,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,2.045,2.0449999999999998e-4,480,4.260416666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__5,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.3425,3.3424999999999997e-4,480,6.963541666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__50,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.9525,3.9525000000000004e-4,480,8.234375e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__51,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.02,4.0199999999999996e-4,480,8.374999999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__52,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,2.97,2.97e-4,480,6.1875e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__53,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.4925,3.4925e-4,480,7.276041666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__54,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.135,3.135e-4,480,6.53125e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__55,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.385,5.385e-4,480,1.1218750000000001e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__56,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.33,3.33e-4,480,6.9375e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__57,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,1.9525,1.9525e-4,480,4.0677083333333334e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__58,Orbicella annularis,FALSE,TRUE,NA,FALSE,18.8625,0.0018862500000000001,480,3.9296875000000003e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__59,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.09,4.0899999999999997e-4,480,8.520833333333334e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__6,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.415,4.415e-4,480,9.197916666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__60,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.2375,4.2375e-4,480,8.828125e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__61,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,2.2725,2.2725e-4,480,4.7343749999999995e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__62,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.96,3.96e-4,480,8.249999999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__63,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.135,5.135e-4,480,1.0697916666666665e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__64,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.4525,4.4524999999999995e-4,480,9.276041666666665e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__65,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,1.8825,1.8825e-4,480,3.9218749999999994e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__66,Porites porites,TRUE,TRUE,TRUE,FALSE,13.445,0.0013445,480,2.801041666666666e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__67,Porites porites,TRUE,TRUE,TRUE,FALSE,7.135,7.134999999999999e-4,480,1.4864583333333334e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__68,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.1425,4.1425e-4,480,8.630208333333335e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__69,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.8375,3.8375e-4,480,7.994791666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__7,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.13,4.13e-4,480,8.604166666666668e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__70,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.4675,4.4675000000000004e-4,480,9.307291666666668e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__71,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.14,5.139999999999999e-4,480,1.0708333333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__72,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.77,4.7699999999999994e-4,480,9.937499999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__73,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,6.08,6.08e-4,480,1.266666666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__74,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.8975,3.8975e-4,480,8.119791666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__75,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.4875,4.4875e-4,480,9.348958333333332e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__76,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.4975,5.4975e-4,480,1.1453125000000001e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__77,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.475,4.475e-4,480,9.322916666666666e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__78,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.9275,5.927500000000001e-4,480,1.2348958333333336e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__79,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,7.355,7.355e-4,480,1.5322916666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__8,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.5775,3.5775e-4,480,7.453125e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__80,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,2.6125,2.6125e-4,480,5.442708333333333e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__81,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.3425,5.3425e-4,480,1.1130208333333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__82,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,3.1725,3.1725e-4,480,6.609374999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__83,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,6.065,6.065e-4,480,1.2635416666666668e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__84,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.1675,4.1675e-4,480,8.682291666666668e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__85,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,5.975,5.974999999999999e-4,480,1.2447916666666667e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__86,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,6.1425,6.1425e-4,480,1.2796875e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__87,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,4.545,4.545e-4,480,9.468749999999999e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__88,Porites porites,TRUE,TRUE,TRUE,FALSE,6.585,6.585e-4,480,1.3718750000000002e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__89,Orbicella annularis,TRUE,TRUE,TRUE,FALSE,15.1375,0.00151375,480,3.153645833333333e-4,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__9,Montastraea cavernosa,TRUE,TRUE,TRUE,FALSE,1.1975,1.1975e-4,480,2.4947916666666665e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__90,Porites porites,TRUE,TRUE,TRUE,FALSE,2.315,2.315e-4,480,4.822916666666667e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__91,Porites porites,TRUE,TRUE,TRUE,FALSE,1.035,1.035e-4,480,2.15625e-5,cm2
Plot C,all,Plot C,3,June,2026-06-06,interval_end,0-0__92,Porites porites,TRUE,TRUE,TRUE,FALSE,6.1125,6.1125e-4,480,1.2734375000000002e-4,cm2
