plot,plot_section,plot_section_label,month,month_order,survey_date,observation_source,genet,tag,genotype,species,plot_area_m2,taglab_area_units,area,area_m2,present,snapshot_object_id,n_duplicate_observations
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__129,NA,NA,Porites porites,480,cm2,2.665,2.665e-4,TRUE,Plot C__2__interval_end__0-0__129,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__13,NA,NA,Montastraea cavernosa,480,cm2,4.195,4.195e-4,TRUE,Plot C__2__interval_end__0-0__13,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__130,NA,NA,Porites porites,480,cm2,5.7275,5.7275e-4,TRUE,Plot C__2__interval_end__0-0__130,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__131,NA,NA,Porites porites,480,cm2,2.3025,2.3025e-4,TRUE,Plot C__2__interval_end__0-0__131,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__132,NA,NA,Porites porites,480,cm2,4.9575,4.9575e-4,TRUE,Plot C__2__interval_end__0-0__132,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__133,NA,NA,Porites porites,480,cm2,5.93,5.93e-4,TRUE,Plot C__2__interval_end__0-0__133,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__134,NA,NA,Porites porites,480,cm2,4.0425,4.0425000000000004e-4,TRUE,Plot C__2__interval_end__0-0__134,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__135,NA,NA,Porites porites,480,cm2,2.325,2.325e-4,TRUE,Plot C__2__interval_end__0-0__135,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__136,NA,NA,Orbicella franksi,480,cm2,3.28,3.28e-4,TRUE,Plot C__2__interval_end__0-0__136,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__137,NA,NA,Orbicella franksi,480,cm2,3.9975,3.9975e-4,TRUE,Plot C__2__interval_end__0-0__137,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__138,NA,NA,Porites porites,480,cm2,2.9,2.9e-4,TRUE,Plot C__2__interval_end__0-0__138,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__139,NA,NA,Porites porites,480,cm2,5.5275,5.5275e-4,TRUE,Plot C__2__interval_end__0-0__139,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__14,NA,NA,Montastraea cavernosa,480,cm2,3.9175,3.9175e-4,TRUE,Plot C__2__interval_end__0-0__14,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__140,NA,NA,Orbicella franksi,480,cm2,4.2625,4.2625000000000003e-4,TRUE,Plot C__2__interval_end__0-0__140,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__141,NA,NA,Orbicella franksi,480,cm2,6.8625,6.8625e-4,TRUE,Plot C__2__interval_end__0-0__141,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__142,NA,NA,Porites porites,480,cm2,8.6675,8.6675e-4,TRUE,Plot C__2__interval_end__0-0__142,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__143,NA,NA,Orbicella franksi,480,cm2,4.19,4.1900000000000005e-4,TRUE,Plot C__2__interval_end__0-0__143,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__144,NA,NA,Orbicella franksi,480,cm2,4.8525,4.8525e-4,TRUE,Plot C__2__interval_end__0-0__144,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__145,NA,NA,Orbicella franksi,480,cm2,7.8225,7.8225e-4,TRUE,Plot C__2__interval_end__0-0__145,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__146,NA,NA,Porites porites,480,cm2,1.39,1.39e-4,TRUE,Plot C__2__interval_end__0-0__146,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__147,NA,NA,Orbicella franksi,480,cm2,6.165,6.165e-4,TRUE,Plot C__2__interval_end__0-0__147,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__148,NA,NA,Orbicella franksi,480,cm2,5.31,5.31e-4,TRUE,Plot C__2__interval_end__0-0__148,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__149,NA,NA,Orbicella franksi,480,cm2,6.915,6.915000000000001e-4,TRUE,Plot C__2__interval_end__0-0__149,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__15,NA,NA,Montastraea cavernosa,480,cm2,4.035,4.035e-4,TRUE,Plot C__2__interval_end__0-0__15,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__150,NA,NA,Orbicella franksi,480,cm2,3.7125,3.7125e-4,TRUE,Plot C__2__interval_end__0-0__150,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__151,NA,NA,Orbicella franksi,480,cm2,10.1675,0.00101675,TRUE,Plot C__2__interval_end__0-0__151,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__152,NA,NA,Orbicella franksi,480,cm2,2.99,2.99e-4,TRUE,Plot C__2__interval_end__0-0__152,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__153,NA,NA,Porites porites,480,cm2,8.835,8.835000000000001e-4,TRUE,Plot C__2__interval_end__0-0__153,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__154,NA,NA,Orbicella franksi,480,cm2,8.5075,8.5075e-4,TRUE,Plot C__2__interval_end__0-0__154,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__155,NA,NA,Orbicella franksi,480,cm2,4.8825,4.8825e-4,TRUE,Plot C__2__interval_end__0-0__155,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__156,NA,NA,Orbicella franksi,480,cm2,6.855,6.855e-4,TRUE,Plot C__2__interval_end__0-0__156,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__157,NA,NA,Orbicella franksi,480,cm2,8.215,8.215e-4,TRUE,Plot C__2__interval_end__0-0__157,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__158,NA,NA,Orbicella franksi,480,cm2,6.2175,6.2175e-4,TRUE,Plot C__2__interval_end__0-0__158,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__159,NA,NA,Porites porites,480,cm2,10.315,0.0010314999999999999,TRUE,Plot C__2__interval_end__0-0__159,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__16,NA,NA,Montastraea cavernosa,480,cm2,1.9025,1.9025000000000002e-4,TRUE,Plot C__2__interval_end__0-0__16,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__160,NA,NA,Orbicella franksi,480,cm2,5.425,5.425e-4,TRUE,Plot C__2__interval_end__0-0__160,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__161,NA,NA,Orbicella franksi,480,cm2,4.055,4.055e-4,TRUE,Plot C__2__interval_end__0-0__161,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__162,NA,NA,Orbicella franksi,480,cm2,4.235,4.2350000000000005e-4,TRUE,Plot C__2__interval_end__0-0__162,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__163,NA,NA,Orbicella franksi,480,cm2,2.875,2.875e-4,TRUE,Plot C__2__interval_end__0-0__163,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__164,NA,NA,Orbicella franksi,480,cm2,1.7325,1.7324999999999998e-4,TRUE,Plot C__2__interval_end__0-0__164,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__166,NA,NA,Orbicella annularis,480,cm2,148.6225,0.01486225,TRUE,Plot C__2__interval_end__0-0__166,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__167,NA,NA,Porites porites,480,cm2,1.6575,1.6575e-4,TRUE,Plot C__2__interval_end__0-0__167,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__168,NA,NA,Porites porites,480,cm2,3.2475,3.2475e-4,TRUE,Plot C__2__interval_end__0-0__168,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__169,NA,NA,Porites porites,480,cm2,2.5275,2.5275e-4,TRUE,Plot C__2__interval_end__0-0__169,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__17,NA,NA,Montastraea cavernosa,480,cm2,3.7775,3.7775e-4,TRUE,Plot C__2__interval_end__0-0__17,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__170,NA,NA,Porites porites,480,cm2,1.61,1.61e-4,TRUE,Plot C__2__interval_end__0-0__170,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__171,NA,NA,Porites porites,480,cm2,0.9975,9.975e-5,TRUE,Plot C__2__interval_end__0-0__171,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__172,NA,NA,Porites porites,480,cm2,0.5425,5.425e-5,TRUE,Plot C__2__interval_end__0-0__172,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__173,NA,NA,Porites porites,480,cm2,1.425,1.425e-4,TRUE,Plot C__2__interval_end__0-0__173,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__174,NA,NA,Porites porites,480,cm2,3.0475,3.0475e-4,TRUE,Plot C__2__interval_end__0-0__174,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__175,NA,NA,Porites porites,480,cm2,6.97,6.97e-4,TRUE,Plot C__2__interval_end__0-0__175,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__176,NA,NA,Porites porites,480,cm2,4.625,4.625e-4,TRUE,Plot C__2__interval_end__0-0__176,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__177,NA,NA,Porites porites,480,cm2,3.7175,3.7174999999999996e-4,TRUE,Plot C__2__interval_end__0-0__177,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__178,NA,NA,Porites porites,480,cm2,4.0375,4.0375e-4,TRUE,Plot C__2__interval_end__0-0__178,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__179,NA,NA,Porites porites,480,cm2,5.3925,5.3925e-4,TRUE,Plot C__2__interval_end__0-0__179,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__18,NA,NA,Montastraea cavernosa,480,cm2,4.41,4.4100000000000004e-4,TRUE,Plot C__2__interval_end__0-0__18,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__180,NA,NA,Porites porites,480,cm2,8.175,8.175000000000001e-4,TRUE,Plot C__2__interval_end__0-0__180,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__181,NA,NA,Porites porites,480,cm2,4.37,4.37e-4,TRUE,Plot C__2__interval_end__0-0__181,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__182,NA,NA,Porites porites,480,cm2,7.0425,7.0425e-4,TRUE,Plot C__2__interval_end__0-0__182,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__183,NA,NA,Porites porites,480,cm2,5.44,5.44e-4,TRUE,Plot C__2__interval_end__0-0__183,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__184,NA,NA,Porites porites,480,cm2,2.3975,2.3975e-4,TRUE,Plot C__2__interval_end__0-0__184,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__185,NA,NA,Porites porites,480,cm2,4.7275,4.7275e-4,TRUE,Plot C__2__interval_end__0-0__185,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__186,NA,NA,Porites porites,480,cm2,3.58,3.5800000000000003e-4,TRUE,Plot C__2__interval_end__0-0__186,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__187,NA,NA,Porites porites,480,cm2,4.9225,4.922500000000001e-4,TRUE,Plot C__2__interval_end__0-0__187,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__188,NA,NA,Porites porites,480,cm2,5.9125,5.9125e-4,TRUE,Plot C__2__interval_end__0-0__188,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__189,NA,NA,Porites porites,480,cm2,4.175,4.1749999999999996e-4,TRUE,Plot C__2__interval_end__0-0__189,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__19,NA,NA,Montastraea cavernosa,480,cm2,4.48,4.4800000000000005e-4,TRUE,Plot C__2__interval_end__0-0__19,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__190,NA,NA,Porites porites,480,cm2,2.2725,2.2725e-4,TRUE,Plot C__2__interval_end__0-0__190,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__191,NA,NA,Porites porites,480,cm2,3.945,3.945e-4,TRUE,Plot C__2__interval_end__0-0__191,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__192,NA,NA,Porites porites,480,cm2,2.88,2.88e-4,TRUE,Plot C__2__interval_end__0-0__192,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__193,NA,NA,Porites porites,480,cm2,3.255,3.255e-4,TRUE,Plot C__2__interval_end__0-0__193,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__194,NA,NA,Porites porites,480,cm2,3.625,3.625e-4,TRUE,Plot C__2__interval_end__0-0__194,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__195,NA,NA,Porites porites,480,cm2,2.6775,2.6775000000000003e-4,TRUE,Plot C__2__interval_end__0-0__195,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__196,NA,NA,Porites porites,480,cm2,3.3475,3.3475000000000003e-4,TRUE,Plot C__2__interval_end__0-0__196,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__197,NA,NA,Porites porites,480,cm2,2.1,2.1e-4,TRUE,Plot C__2__interval_end__0-0__197,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__198,NA,NA,Porites porites,480,cm2,3.8225,3.8225e-4,TRUE,Plot C__2__interval_end__0-0__198,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__199,NA,NA,Porites porites,480,cm2,5.71,5.71e-4,TRUE,Plot C__2__interval_end__0-0__199,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__2,NA,NA,Orbicella annularis,480,cm2,25.15,0.002515,TRUE,Plot C__2__interval_end__0-0__2,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__20,NA,NA,Montastraea cavernosa,480,cm2,1.7125,1.7125e-4,TRUE,Plot C__2__interval_end__0-0__20,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__200,NA,NA,Porites porites,480,cm2,5.275,5.275000000000001e-4,TRUE,Plot C__2__interval_end__0-0__200,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__201,NA,NA,Porites porites,480,cm2,3.6275,3.6275e-4,TRUE,Plot C__2__interval_end__0-0__201,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__202,NA,NA,Porites porites,480,cm2,1.9425,1.9424999999999998e-4,TRUE,Plot C__2__interval_end__0-0__202,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__203,NA,NA,Porites porites,480,cm2,1.0275,1.0275e-4,TRUE,Plot C__2__interval_end__0-0__203,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__204,NA,NA,Porites porites,480,cm2,2.755,2.755e-4,TRUE,Plot C__2__interval_end__0-0__204,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__205,NA,NA,Porites porites,480,cm2,4.655,4.6550000000000004e-4,TRUE,Plot C__2__interval_end__0-0__205,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__206,NA,NA,Porites porites,480,cm2,5.5275,5.5275e-4,TRUE,Plot C__2__interval_end__0-0__206,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__207,NA,NA,Unidentified coral,480,cm2,0.2325,2.3250000000000003e-5,TRUE,Plot C__2__interval_end__0-0__207,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__208,NA,NA,Porites porites,480,cm2,3.695,3.695e-4,TRUE,Plot C__2__interval_end__0-0__208,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__209,NA,NA,Porites porites,480,cm2,8.2125,8.2125e-4,TRUE,Plot C__2__interval_end__0-0__209,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__21,NA,NA,Montastraea cavernosa,480,cm2,1.965,1.965e-4,TRUE,Plot C__2__interval_end__0-0__21,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__210,NA,NA,Porites porites,480,cm2,0.965,9.65e-5,TRUE,Plot C__2__interval_end__0-0__210,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__211,NA,NA,Porites porites,480,cm2,5.1675,5.167500000000001e-4,TRUE,Plot C__2__interval_end__0-0__211,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__212,NA,NA,Porites porites,480,cm2,4.0525,4.0525e-4,TRUE,Plot C__2__interval_end__0-0__212,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__213,NA,NA,Porites porites,480,cm2,8.6925,8.692500000000001e-4,TRUE,Plot C__2__interval_end__0-0__213,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__214,NA,NA,Porites porites,480,cm2,2.795,2.795e-4,TRUE,Plot C__2__interval_end__0-0__214,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__215,NA,NA,Porites porites,480,cm2,7.6025,7.6025e-4,TRUE,Plot C__2__interval_end__0-0__215,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__216,NA,NA,Porites porites,480,cm2,5.385,5.385e-4,TRUE,Plot C__2__interval_end__0-0__216,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__217,NA,NA,Porites porites,480,cm2,7.1875,7.1875e-4,TRUE,Plot C__2__interval_end__0-0__217,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__218,NA,NA,Porites porites,480,cm2,4.8875,4.8875e-4,TRUE,Plot C__2__interval_end__0-0__218,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__219,NA,NA,Porites porites,480,cm2,4.54,4.54e-4,TRUE,Plot C__2__interval_end__0-0__219,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__22,NA,NA,Orbicella annularis,480,cm2,19.7725,0.0019772500000000003,TRUE,Plot C__2__interval_end__0-0__22,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__220,NA,NA,Porites porites,480,cm2,5.34,5.34e-4,TRUE,Plot C__2__interval_end__0-0__220,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__221,NA,NA,Porites porites,480,cm2,5.1825,5.1825e-4,TRUE,Plot C__2__interval_end__0-0__221,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__222,NA,NA,Porites porites,480,cm2,1.145,1.145e-4,TRUE,Plot C__2__interval_end__0-0__222,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__223,NA,NA,Porites porites,480,cm2,4.8225,4.8225e-4,TRUE,Plot C__2__interval_end__0-0__223,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__224,NA,NA,Porites porites,480,cm2,6.9775,6.9775e-4,TRUE,Plot C__2__interval_end__0-0__224,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__225,NA,NA,Porites porites,480,cm2,4.1975,4.1975e-4,TRUE,Plot C__2__interval_end__0-0__225,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__226,NA,NA,Porites porites,480,cm2,4.205,4.2050000000000003e-4,TRUE,Plot C__2__interval_end__0-0__226,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__227,NA,NA,Porites porites,480,cm2,5.89,5.89e-4,TRUE,Plot C__2__interval_end__0-0__227,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__228,NA,NA,Porites porites,480,cm2,1.415,1.415e-4,TRUE,Plot C__2__interval_end__0-0__228,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__229,NA,NA,Porites porites,480,cm2,1.1575,1.1575e-4,TRUE,Plot C__2__interval_end__0-0__229,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__23,NA,NA,Montastraea cavernosa,480,cm2,2.855,2.855e-4,TRUE,Plot C__2__interval_end__0-0__23,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__230,NA,NA,Porites porites,480,cm2,2.98,2.98e-4,TRUE,Plot C__2__interval_end__0-0__230,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__231,NA,NA,Porites porites,480,cm2,1.6125,1.6125000000000002e-4,TRUE,Plot C__2__interval_end__0-0__231,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__232,NA,NA,Porites porites,480,cm2,4.13,4.13e-4,TRUE,Plot C__2__interval_end__0-0__232,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__233,NA,NA,Porites porites,480,cm2,2.4525,2.4525e-4,TRUE,Plot C__2__interval_end__0-0__233,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__234,NA,NA,Porites porites,480,cm2,5.3625,5.362499999999999e-4,TRUE,Plot C__2__interval_end__0-0__234,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__235,NA,NA,Porites porites,480,cm2,3.8325,3.8325e-4,TRUE,Plot C__2__interval_end__0-0__235,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__236,NA,NA,Porites porites,480,cm2,43.75,0.004375,TRUE,Plot C__2__interval_end__0-0__236,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__237,NA,NA,Orbicella faveolata,480,cm2,19.115000000000002,0.0019115,TRUE,Plot C__2__interval_end__0-0__237,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__238,NA,NA,Orbicella faveolata,480,cm2,46.4,0.00464,TRUE,Plot C__2__interval_end__0-0__238,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__239,NA,NA,Orbicella faveolata,480,cm2,13.5475,0.00135475,TRUE,Plot C__2__interval_end__0-0__239,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__24,NA,NA,Montastraea cavernosa,480,cm2,4.4675,4.4675000000000004e-4,TRUE,Plot C__2__interval_end__0-0__24,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__240,NA,NA,Orbicella faveolata,480,cm2,6.555,6.554999999999999e-4,TRUE,Plot C__2__interval_end__0-0__240,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__241,NA,NA,Orbicella faveolata,480,cm2,7.79,7.79e-4,TRUE,Plot C__2__interval_end__0-0__241,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__242,NA,NA,Orbicella faveolata,480,cm2,16.7925,0.0016792500000000002,TRUE,Plot C__2__interval_end__0-0__242,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__243,NA,NA,Orbicella faveolata,480,cm2,5.2725,5.2725e-4,TRUE,Plot C__2__interval_end__0-0__243,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__244,NA,NA,Orbicella faveolata,480,cm2,18.11,0.001811,TRUE,Plot C__2__interval_end__0-0__244,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__245,NA,NA,Porites porites,480,cm2,30.84,0.003084,TRUE,Plot C__2__interval_end__0-0__245,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__246,NA,NA,Orbicella faveolata,480,cm2,7.87,7.87e-4,TRUE,Plot C__2__interval_end__0-0__246,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__247,NA,NA,Orbicella faveolata,480,cm2,7.41,7.41e-4,TRUE,Plot C__2__interval_end__0-0__247,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__248,NA,NA,Orbicella faveolata,480,cm2,20.6725,0.00206725,TRUE,Plot C__2__interval_end__0-0__248,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__249,NA,NA,Orbicella faveolata,480,cm2,18.255,0.0018254999999999999,TRUE,Plot C__2__interval_end__0-0__249,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__25,NA,NA,Montastraea cavernosa,480,cm2,3.39,3.39e-4,TRUE,Plot C__2__interval_end__0-0__25,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__250,NA,NA,Porites porites,480,cm2,8.5625,8.5625e-4,TRUE,Plot C__2__interval_end__0-0__250,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__251,NA,NA,Orbicella faveolata,480,cm2,8.325,8.324999999999999e-4,TRUE,Plot C__2__interval_end__0-0__251,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__252,NA,NA,Porites porites,480,cm2,8.085,8.085000000000001e-4,TRUE,Plot C__2__interval_end__0-0__252,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__253,NA,NA,Porites porites,480,cm2,4.3575,4.3575e-4,TRUE,Plot C__2__interval_end__0-0__253,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__254,NA,NA,Porites porites,480,cm2,6.1875,6.1875e-4,TRUE,Plot C__2__interval_end__0-0__254,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__255,NA,NA,Porites porites,480,cm2,6.165,6.165e-4,TRUE,Plot C__2__interval_end__0-0__255,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__256,NA,NA,Porites porites,480,cm2,7.645,7.645e-4,TRUE,Plot C__2__interval_end__0-0__256,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__257,NA,NA,Porites porites,480,cm2,5.11,5.110000000000001e-4,TRUE,Plot C__2__interval_end__0-0__257,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__258,NA,NA,Porites porites,480,cm2,1.3775,1.3775e-4,TRUE,Plot C__2__interval_end__0-0__258,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__259,NA,NA,Porites porites,480,cm2,2.325,2.325e-4,TRUE,Plot C__2__interval_end__0-0__259,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__26,NA,NA,Montastraea cavernosa,480,cm2,4.915,4.915e-4,TRUE,Plot C__2__interval_end__0-0__26,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__260,NA,NA,Porites porites,480,cm2,4.545,4.545e-4,TRUE,Plot C__2__interval_end__0-0__260,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__261,NA,NA,Porites porites,480,cm2,1.005,1.0049999999999999e-4,TRUE,Plot C__2__interval_end__0-0__261,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__262,NA,NA,Porites porites,480,cm2,6.6,6.6e-4,TRUE,Plot C__2__interval_end__0-0__262,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__263,NA,NA,Porites porites,480,cm2,6.7325,6.7325e-4,TRUE,Plot C__2__interval_end__0-0__263,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__264,NA,NA,Porites porites,480,cm2,2.9125,2.9125e-4,TRUE,Plot C__2__interval_end__0-0__264,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__265,NA,NA,Porites porites,480,cm2,4.68,4.68e-4,TRUE,Plot C__2__interval_end__0-0__265,1
Plot C,all,Plot C,April,2,2026-04-03,interval_end,0-0__266,NA,NA,Porites porites,480,cm2,5.23,5.23e-4,TRUE,Plot C__2__interval_end__0-0__266,1
